qid,query,type
1012,"Which film whose director is younger, L'Ultimo Amante or Are You Listening? (Film)?",bridge_comparison
1013,What is the award that the composer of film Timerider: The Adventure Of Lyle Swann won?,compositional
1014,"Which film was released first, The Final Journey or Quantum Hoops?",comparison
1015,Who is the maternal grandfather of Sophie Of France (1734–1782)?,inference
1016,"Which film has the director who was born later, A Case Of Honor or The Raggedy Rawney?",bridge_comparison
1017,What is the cause of death of director of film She Asked For It?,compositional
1018,"Which film came out first, Scratch And Crow or Big Nothing?",comparison
1019,Who is Mehmed I's paternal grandmother?,inference
1020,Where was the director of film Acta General De Chile born?,compositional
1021,Where was the place of death of Princess Marie Louise Of Hanover's mother?,compositional
1022,"Which film came out earlier, Flight Of The Innocent or The King'S Thief?",comparison
1023,"Which film whose director is younger, Yalkae, A Joker In High School or Mostar Round-Trip?",bridge_comparison
1024,Where was the husband of Nagammai born?,compositional
1025,"Which film has the director born later, Farewell Performance or Because They'Re Young?",bridge_comparison
1026,Where did Prince Wolrad Of Waldeck And Pyrmont's mother die?,compositional
1027,"Which film has the director who died later, Song Of The Phoenix or The Story Of Anastasia?",bridge_comparison
1028,Did Julio Nudler and Cristian Bordacahar have the same nationality?,comparison
1029,When did Natalia Alexeievna (Wilhelmina Louisa Of Hesse-Darmstadt)'s mother die?,compositional
1030,What is the place of birth of Leni Sinclair's husband?,compositional
1031,What is the place of birth of the editor of magazine Scrutiny (Journal)?,compositional
1032,Do both films China Doll (Film) and The Mystery Road have the directors that share the same nationality?,bridge_comparison
1033,What is the place of birth of the director of film Gunsmoke (Film)?,compositional
1034,"Which film has the director died later, The Desert Man or Violent Saturday?",bridge_comparison
1035,"Which film has the director born first, Time Out For Rhythm or Night Boat To Dublin?",bridge_comparison
1036,Who was born first out of Halldóra Eldjárn and Merle Anthony?,comparison
1037,Where was the director of film Siddharth (2013 Film) born?,compositional
1038,Where was the place of death of Archduke Carl Christian Of Austria's father?,compositional
1039,What is the date of birth of the director of film Liberated Hands?,compositional
1040,"Which film came out first, Karate Warrior or Anmol Tasveer?",comparison
1041,"Are the bands Knuckle Puck and Aqua (Band), from the same country?",comparison
1042,What nationality is Frank Johnson (Mayor)'s father?,compositional
1043,"Who lived longer, Crockett Johnson or Sven-Olof Lundgren?",comparison
1044,Where was the director of film Fragment Of An Empire born?,compositional
1045,Where was the father of Muhammad Al-Nasir born?,compositional
1046,Are Les Misérables (1917 Film) and The Better 'Ole (1926 Film) both from the same country?,comparison
1047,What is the place of birth of the director of film A Lady Of Quality (1913 Film)?,compositional
1048,"Who is younger, Junior Ponce or Percy Rugg?",comparison
1049,"Who died later, Charles Fechter or Félix De Blochausen?",comparison
1050,"Who is the paternal grandfather of Bernhard Iv, Prince Of Anhalt-Bernburg?",inference
1051,Where did the director of film The Asphyx study?,compositional
1052,Where was the place of death of Agnes Of Hohenstaufen's husband?,compositional
1053,"Which film has the director born later, Kati Patang or A Thief In The Dark?",bridge_comparison
1054,"Who died first, Lotte Backes or Willem Van Haecht?",comparison
1055,"Which film whose director is younger, Gypped In The Penthouse or A Summer'S Tale?",bridge_comparison
1056,Are the directors of both films Der Blindgänger and Hotel Desire from the same country?,bridge_comparison
1057,"Which film has the director who died later, My Friend Sainfoin or Diez Canciones De Gardel?",bridge_comparison
1058,"Who lived longer, Hubert Mordek or Levon Ashotovich Grigorian?",comparison
1059,"Which school was founded first, Colegio Israelita De México or Waldorf University?",comparison
1060,Where was the place of death of Arthur Bell Nicholls's wife?,compositional
1061,What is the place of birth of Marilyn Quayle's husband?,compositional
1062,When was Edgar C. Wilson's father born?,compositional
1063,Who is Cecilia Maria De Candia's father?,inference
1064,Who is the mother-in-law of Fredegund?,inference
1065,Who is Anna Alojza Ostrogska's father?,inference
1066,"Which film has the director who died later, Angelique And The King or Going Hollywood?",bridge_comparison
1067,"Which film whose director was born first, Lady Of The Pavements or The Tarantula?",bridge_comparison
1068,"Which film has the director who died earlier, The Buttercup Chain or Gambling On The High Seas?",bridge_comparison
1069,"Which film came out earlier, His Name Is Sukhe-Bator or The Beast And The Beauty?",comparison
1070,Which award the director of film The Dream Is Alive earned?,compositional
1071,"Who was born later, Marc De Clerck or Wiesław Perszke?",comparison
1072,"Which film has the director born earlier, Mister Scarface or Waking Sleeping Beauty?",bridge_comparison
1073,What is the date of death of the director of film You Are The Life?,compositional
1074,Who is the maternal grandfather of Princess Elisabeth Of Saxe-Altenburg (1826–1896)?,inference
1075,"Which film has the director died later, Monsieur Des Lourdines or Méfiez-Vous, Mesdames?",bridge_comparison
1076,Are the directors of films Underworld: Blood Wars and My Son The Jihadi both from the same country?,bridge_comparison
1077,Are Emily Louise Orr Elliott and William Hutt (Actor) of the same nationality?,comparison
1078,What nationality is the performer of song Bon Bon Buddy?,compositional
1079,Where was the place of death of the director of film Las Tecnologías Pesqueras?,compositional
1080,"Which film has the director died later, Into The Night (1928 Film) or On A Day Of Ordinary Violence, My Friend Michel Seurat...?",bridge_comparison
1081,When did Élisabeth Sophie De Lorraine's husband die?,compositional
1082,Where was the place of death of George Thomas Orlando Bridgeman's father?,compositional
1083,"Which film has the director who was born later, Booksmart or Campo De Jogo?",bridge_comparison
1084,Do both films Hearts In Exile (1915 Film) and Sunshine Sally have the directors from the same country?,bridge_comparison
1085,Where did the director of film Old Man Drinking A Glass Of Beer die?,compositional
1086,"Which film came out earlier, The Keeping Room or A Sangre Fría?",comparison
1087,Where did the director of film Q.R.R (Quien Resulte Responsable) die?,compositional
1088,"Who was born first, Marcos Antônio De Araújo, 2Nd Baron Of Itajubá or Mamadou Tangara?",comparison
1089,When is the director of film The Red And The Blue (Film) 's birthday?,compositional
1090,Are the directors of films A South Sea Bubble and The Young Animals both from the same country?,bridge_comparison
1091,What is the place of birth of Sverre Krogh Sundbø's mother?,compositional
1092,Are Justine Lupe and Mark Kistler both from the same country?,comparison
1093,Who is the mother-in-law of Countess Claudine Rhédey Von Kis-Rhéde?,inference
1094,What is the award that the director of film Pugachev (1978 Film) received?,compositional
1095,"Who is younger, Lourdes Casal or Leonel Maciel?",comparison
1096,Who is the paternal grandmother of Prince Albert Of Prussia (1837–1906)?,inference
1097,Where did the director of film The Loves Of Madame Dubarry die?,compositional
1098,"Who is the paternal grandfather of Margaret Of Bavaria, Marchioness Of Mantua?",inference
1099,What is the place of birth of Princess Amalia Of Saxe-Weimar-Eisenach's husband?,compositional
1100,"What is the place of birth of Albert, Margrave Of Baden-Hachberg's father?",compositional
1101,"Which magazine came out first, Family Herald or Books For Keeps?",comparison
1102,Who is Subarna Prabha Devi's mother-in-law?,inference
1103,"Which film was released first, Arthur 2: On The Rocks or The Opposite Sex And How To Live With Them?",comparison
1104,Who is the spouse of the director of film Banashankari (Film)?,compositional
1105,"Which film whose director is younger, My Baby'S Daddy or A Tale Of Winter?",bridge_comparison
1106,"Which film was released earlier, The Surgeon'S Knife or Blue Hill Avenue?",comparison
1107,Where did the director of film This Man Is Mine (1946 Film) die?,compositional
1108,Who is Devlet Hatun's mother-in-law?,inference
1109,Are both Ugashik Bay Airport and Hanford Municipal Airport located in the same country?,comparison
1110,"Which film has the director who was born earlier, The True Story Of Eskimo Nell or Flame Of Stamboul?",bridge_comparison
1111,"Did the movies The Hideout (Film) and Trieste Mia!, originate from the same country?",comparison
